PMC ID
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC10180237
None
None
None
PMC10323862
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC9862664
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC9684088
None
None
None
None
PMC9671868
None
PMC9709452
None
None
None
None
None
None
None
None
None
PMC9640385
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC9359895
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC9878253
None
None
None
None
PMC9825923
None
None
None
None
None
None
PMC9877867
None
None
None
None
None
None
None
None
None
None
PMC9538421
None
PMC9538840
None
None
None
None
PMC9538577
None
None
None
None
PMC9538427
None
None
PMC9804535
PMC9805183
None
PMC9538805
None
None
PMC9804631
PMC9804252
PMC9538055
None
PMC9538541
PMC9796325
PMC9796273
PMC9796913
None
PMC9795868
PMC9796432
PMC9796883
None
None
PMC9790581
PMC9877982
None
None
PMC10100461
PMC10100477
PMC10098485
None
PMC9877688
None
PMC10100372
None
PMC10099329
None
PMC9877839
PMC10098756
PMC9878042
PMC9877660
PMC9878052
PMC10099921
PMC10099508
None
None
None
None
PMC10091940
None
None
PMC10099550
None
PMC10092084
PMC10092524
PMC9874760
None
PMC9874863
PMC10091795
None
None
PMC9874470
None
None
PMC10091796
PMC9874631
PMC9874776
PMC10092211
None
PMC10092559
PMC9874585
PMC9874737
PMC9874529
None
None
None
PMC9874516
PMC10092661
None
None
PMC9874521
PMC10092892
None
None
PMC9874867
PMC10092518
PMC9539309
None
PMC10092467
PMC10086830
PMC10086962
PMC9537967
None
PMC10087264
None
PMC9537774
None
None
None
None
PMC9115189
None
PMC10084062
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC9880629
PMC9877842
None
None
PMC10107652
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC9878071
None
None
PMC9878136
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC9875123
PMC9874912
None
None
PMC9538294
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC9538583
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC9984568
None
None
None
PMC10087347
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC9538442
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC10084440
None
None
None
None
None
None
None
None
None
None
PMC9972876
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC10083998
None
None
None
None
None
None
None
PMC10084391
None
None
None
None
None
None
None
None
None
None
None
PMC10084331
None
None
PMC9348155
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC10084051
PMC10083919
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC10084263
None
None
None
None
None
None
None
PMC10078788
None
None
None
None
None
None
None
None
None
None
None
None
PMC10078770
None
None
None
PMC10078649
None
PMC9115274
None
None
None
None
None
None
None
None
None
PMC9115137
None
None
None
None
PMC10078671
None
None
None
None
PMC10078651
None
None
None
None
None
None
None
None
PMC10078747
None
PMC10078650
PMC10078709
None
PMC10078692
None
PMC10078700
None
PMC9790561
None
None
None
None
None
None
None
None
None
None
PMC10078635
None
PMC9787640
PMC9786255
PMC9787560
PMC10078778
None
PMC10286768
None
None
None
None
None
None
None
None
None
None
None
PMC10078701
None
None
None
None
None
None
PMC9787103
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC9787883
None
None
None
None
None
None
PMC9787967
None
None
None
PMC9787485
None
None
PMC9788076
None
None
PMC9786755
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC8661602
None
None
None
PMC8661848
None
None
None
PMC8661569
None
None
None
None
None
None
None
None
PMC8013459
PMC7753687
None
PMC7436668
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC10099387
None
None
None
None
None
None
None
PMC10084102
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC10288175
PMC10288174
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC10027952
None
None
PMC10040363
None
None
PMC9841079
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC9868351
PMC9852363
PMC9870754
None
None
None
None
None
PMC9826993
None
None
None
None
PMC9850638
None
None
None
PMC9742223
None
None
None
None
None
None
PMC9726686
None
None
PMC9729646
None
None
PMC9726690
PMC9742205
None
None
None
None
None
None
PMC9637525
None
PMC9647026
None
None
None
None
None
None
None
None
None
None
PMC9581802
None
None
None
None
None
None
None
None
None
None
None
PMC9393155
None
PMC9376301
PMC9343738
None
None
PMC9288964
PMC9279489
None
PMC9349234
None
None
None
None
PMC9288965
PMC9247229
None
None
None
None
PMC9159976
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
PMC10159879
None
None
None
None
PMC9847252
PMC9880736
None
None
PMC9880696
None
None
PMC9877706
None
PMC9878144
None
PMC9877762
None
None
PMC9877733
None
PMC9878168
None
None
None
None
None
PMC10159890
None
None
None
PMC10098933
None
None
None
None
None
None
None
None
PMC9874398
PMC10092821
None
None
PMC9874729
None
PMC9874623
None
PMC9874471
None
PMC9874613
PMC9874805
PMC9874600
None
None
PMC9874530
None
None
None
PMC9537958
None
PMC9538970
None
PMC9538453
PMC10087136
None
None
None
None
PMC9539050
None
PMC9350155
PMC9349814
PMC9946155
None
PMC9349997
PMC9349459
None
None
None
PMC9348404
None
None
None
PMC9115056
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
